task_id,arrival_time,duration,deadline,cpu_req,priority,status
115,4787.061242542653,39.13686433845171,4886.931550487752,0.038410919454429183,1,pending
116,4819.179411253489,5.0,4828.639560156773,0.3754713651796188,0,pending
117,4851.131964907581,23.647960040250716,4893.134988646759,0.05865395294268656,1,pending
118,4897.457261329685,5.0,4907.7162749546405,0.23507367574499752,1,pending
119,4920.726912896521,103.78898082600094,5138.981750787223,0.02744695084735527,1,pending
120,5006.867871286963,34.46091149537306,5095.1644601504695,0.011160007896800989,1,pending
121,5034.704161621769,56.94143838551029,5188.0349452733935,0.09595263663344193,1,pending
122,5058.165629729291,24.65823849016671,5119.420011033917,0.16939851916161225,1,pending
123,5066.904552140391,5.0,5074.0064698750275,0.02661632211524265,1,pending
124,5130.380316632423,42.27778834965253,5214.604030162632,0.11828447160152669,2,pending
125,5182.933312481761,44.4428783587104,5263.5423868239,0.20727976411451127,0,pending
126,5251.954470944088,17.517983848235307,5284.869437149116,0.06075316541628488,2,pending
127,5269.29556187211,100.52495276885615,5529.610168365336,0.01,1,pending
128,5271.338676866751,94.68793875276536,5517.128807668916,0.024232271455246725,1,pending
129,5273.842072972132,5.0,5282.615819815067,0.1467973564480869,1,pending
130,5298.478121877592,28.75612231305025,5347.263752543202,0.08850061247117219,1,pending
131,5306.271073331074,7.1435340760996064,5315.493673232217,0.10915162247325837,1,pending
132,5341.108349002199,12.784937185453987,5368.9435656575715,0.43923157545811675,1,pending
133,5434.615814403175,5.0,5440.6334725679735,0.01199911598653367,0,pending
134,5435.314613920961,18.636423651584828,5481.39275494335,0.13039804883945638,1,pending
135,5491.539462515409,20.489645196342714,5529.181678894626,0.055653937429255625,0,pending
136,5518.503108389504,14.16190889275619,5551.088852350554,0.027544073363418888,2,pending
137,5563.24223662641,44.268470264186405,5662.202446659623,0.04703336474672515,0,pending
138,5584.491126138762,20.863673067695302,5645.6843134175315,0.01,1,pending
139,5595.528675782176,6.676410911841978,5608.928796183806,0.15259897598293637,2,pending
140,5718.511846188112,7.156407273489226,5739.097445699588,0.15432320557412102,2,pending
141,5786.0653913016895,62.97266653553232,5898.961041914813,0.26487335531081146,1,pending
142,5798.879881701505,14.255030613275368,5822.471290094625,0.36397642710059314,1,pending
143,5952.673784382013,5.0,5967.159783546521,0.09201604409199689,0,pending
144,5956.881584601693,147.29170740870094,6276.691705635165,0.2125057192313579,1,pending
145,6072.18754044969,5.0,6082.657541829331,0.2005990442518423,0,pending
146,6081.014247806312,45.811832998284956,6149.021338893422,0.08144317860584677,1,pending
147,6100.285360785981,16.293851459558677,6122.877656827349,0.08779076157203121,1,pending
148,6107.402402125979,49.36640572149376,6193.316008341309,0.08499687815427964,1,pending
149,6150.576913601027,97.29404508583784,6272.882780241714,0.13429749802251512,1,pending
150,6187.430497399759,40.8113247162656,6292.298803214346,0.18878442635829898,1,pending
151,6203.126805832036,38.8882840585644,6253.923569052657,0.11457942929290871,1,pending
152,6211.748556319666,45.83146226017762,6274.5063607728,0.01,1,pending
153,6264.525631519526,50.55101329460431,6389.999812973033,0.07970691628348768,0,pending
154,6264.970586072279,84.60119551692256,6483.231228211903,0.5156524824199457,1,pending
155,6386.4199253714105,79.48576693676365,6550.6636297737505,0.21079648966390635,0,pending
156,6403.654896601323,33.18645854266706,6491.950833936408,0.2324550424060597,0,pending
157,6425.323189158876,5.0,6433.4268089451525,0.04633209278263758,1,pending
158,6480.961193710917,51.194750613313495,6617.105189266935,0.10257916854499306,0,pending
159,6557.995657718109,26.084523097763142,6628.122851433906,0.056224440772579855,0,pending
160,6593.24049912995,5.0,6603.583867074462,0.367518653208789,1,pending
161,6628.479661831406,46.88640156292481,6715.684202675146,0.010044636801617912,1,pending
162,6665.268161869784,30.393921631267467,6747.39507396037,0.16402068389562338,0,pending
163,6668.934821599913,16.605452951340897,6692.548381857564,0.3624878307329404,0,pending
164,6688.7129459569,9.687189814166583,6704.248453705555,0.2539039068112431,0,pending
165,6736.266560506468,119.2487862710079,7021.067061311078,0.14704860270948025,1,pending
166,6832.056696603348,11.54477621512088,6846.334631757382,0.031941462852952504,1,pending
167,6863.5734132414555,26.34315772970474,6902.360278674399,0.3229125946804301,1,pending
168,6863.731362684923,6.252994251257789,6877.111444844263,0.10762005246993135,0,pending
169,6909.378167789166,27.786113384991566,6959.098120188286,0.31016750572833435,1,pending
170,6989.143729611496,17.62588388209672,7032.508276491214,0.15155348308069835,1,pending
171,7037.396350257106,5.0,7049.0001044314295,0.12001056348967934,1,pending
172,7113.9565663353,68.66166780555595,7305.21899388757,0.024546426023494373,1,pending
173,7161.859565080873,5.0,7170.510895053771,0.6470190729973236,1,pending
174,7162.753139708261,5.0,7174.8091698644175,0.14067072663302704,0,pending
175,7192.780607578869,31.20279786535956,7242.483999908979,0.03856659577487559,1,pending
176,7213.221765238582,16.897380391214877,7236.4141642011,0.011631521468866687,0,pending
177,7213.810447115668,5.0,7224.967259657424,0.07606036746689543,0,pending
178,7226.700737475409,10.42792155455659,7245.14225483042,0.0348434069251355,1,pending
179,7248.083303711076,15.905622548715169,7272.983627777032,0.17962210967624562,1,pending
180,7325.530122175572,5.0,7340.0643009368,0.01411675985541479,1,pending
181,7526.884646206855,86.18458679923044,7759.5770794101845,0.17124932099041673,0,pending
182,7544.398956658336,73.01556772145307,7650.31488856718,0.029095024434677007,1,pending
183,7574.155021582378,8.716689656914108,7588.456152156532,0.055844072377707187,0,pending
184,7599.870547068186,25.714550384841097,7632.032010389175,0.07225620166979481,1,pending
185,7620.807718218041,8.486214634949162,7640.257559750156,0.6316587024095632,0,pending
186,7626.057295075305,21.872845479395142,7669.064415075153,0.06888769730195239,1,pending
187,7651.609734201331,46.10643262460286,7712.911264506593,0.4819732621611607,0,pending
188,7705.931291005403,16.23431255505746,7734.5793542087,0.5478423060495896,0,pending
189,7802.028271301984,82.40943668442083,7996.1421708471535,0.01,1,pending
190,7839.281660833412,41.41354108552178,7913.991826447781,0.0737221492331686,2,pending
191,7876.622728075928,5.185711251752521,7887.731686033605,0.2047108119769588,1,pending
192,7915.357450311309,9.56532284035335,7942.99854770707,0.03248792520399323,2,pending
193,7919.555424118305,5.0,7931.3546989784545,0.28388827203197026,1,pending
194,8015.561283367568,91.81315421927626,8252.5225709727,0.0334059242048597,0,pending
195,8061.388602999716,114.04288565488268,8386.979282644092,0.02671968835440705,1,pending
196,8088.501871382233,24.54674604520295,8142.503027956899,0.08765327398331016,1,pending
197,8107.803402666227,124.58718353038012,8270.678722793598,0.14801056387438113,0,pending
198,8114.7436646923425,6.893854577858779,8129.559910537381,0.2269425174353237,0,pending
199,8168.753685763314,8.499819173554842,8184.971741799117,0.4516819453779715,0,pending
200,8199.531014387961,42.999156229187044,8295.457906499409,0.03765380958517018,1,pending
201,8233.672488737957,16.617497247970395,8276.766816745852,0.2576730133989756,0,pending
202,8287.969372064146,8.415482215514817,8308.09675139022,0.014973546225206703,0,pending
203,8298.157637780245,5.0,8309.095703091141,0.038113857237493505,1,pending
204,8307.043250138528,5.0,8319.611704954585,0.10336568096760554,1,pending
205,8343.096933141496,47.72982314311371,8457.414614959549,0.1962916704095868,1,pending
206,8430.612216525542,11.017372036068403,8449.054156864204,0.13777205363909742,1,pending
207,8487.575316699778,6.697386962499149,8505.442215904914,0.11101071621840243,0,pending
208,8509.022053461065,7.723896190495591,8526.982451040261,0.43516080505619087,1,pending
209,8586.10701368258,5.0,8593.0911205484,0.2785303039666257,0,pending
210,8592.989380191872,5.0,8599.343758516048,0.06414063779032167,1,pending
211,8612.329085770669,18.860465890624305,8654.293622114077,0.10617829221784839,1,pending
212,8684.579390360605,73.31912470704857,8874.006870168763,0.61850659726584,2,pending
213,8713.334425759764,19.413993025940215,8739.578131414028,0.466943239869815,1,pending
214,8756.592840729096,5.0,8769.577704853647,0.01,0,pending
215,8792.699814162464,42.96564972206318,8916.79707453929,0.07396266436909622,1,pending
216,8821.399504007928,8.271215799909472,8834.693849630423,0.10150772508174587,1,pending
217,8823.47413008341,5.621966023704421,8837.030166130466,0.0689135351974653,1,pending
218,8828.027158826662,11.70737252737268,8851.796801608438,0.11732545120843396,0,pending
219,8881.518950914793,5.0,8893.888821188964,0.321769396320968,1,pending
220,8883.13311953728,9.771360559454811,8898.031548386783,0.2143836762594312,0,pending
221,8888.235064390981,6.08338405893947,8895.98687303453,0.14483917221161569,1,pending
222,8964.631810809946,8.223294461197748,8977.042889814797,0.5993330447539338,1,pending
223,8993.586729968976,10.353615061704188,9022.84809534557,0.029442158684657917,0,pending
224,8997.056144699247,51.27395740500971,9104.917783349016,0.012278302408803553,1,pending
225,9006.024048510923,39.683286346432965,9117.364717621285,0.026692726167800336,1,pending
226,9010.182023809703,38.79398471289863,9087.812454583629,0.2102845903326081,1,pending
227,9051.670150092667,37.54534711407493,9098.522253424442,0.02953386623647436,0,pending
228,9058.1232093874,19.104550421302427,9113.153284367554,0.06279929854411508,1,pending
229,9089.353045604841,29.736366721843766,9125.683473709436,0.1862651793357252,1,pending
230,9170.781498655891,27.719728786801603,9239.7401602331,0.3525468388662116,2,pending
231,9174.797169339032,5.0,9183.151475703104,0.8202197381305538,0,pending
232,9198.536378570172,5.098178541835664,9211.267186074783,0.1936890386463884,0,pending
233,9205.841425614326,34.4650133200784,9261.309178890877,0.03633635354229881,2,pending
234,9233.607549138631,32.92907908581446,9284.161928738456,0.1625127449069424,2,pending
235,9245.571864681868,20.349428932433103,9284.152997398613,0.053551039008254774,0,pending
236,9278.929673535786,88.45225742277222,9465.96803826029,0.1235744965757284,1,pending
237,9330.689956424618,89.42890690663124,9543.260605567815,0.47498850860545705,0,pending
238,9334.298851489708,5.0,9347.91860817566,0.06128879003555023,1,pending
239,9357.681663339145,49.89901277589103,9494.41223978622,0.04751265374875894,1,pending
240,9379.370195298103,15.769580932758767,9418.901788231098,0.015646765017578963,0,pending
241,9408.897831041844,42.26031402707735,9468.013724858152,0.368808192866336,0,pending
242,9412.980372972239,9.702979007723659,9434.676998864632,0.018690589914142738,0,pending
243,9488.361229987882,9.420500312367832,9506.515655866759,0.1001362071803467,0,pending
244,9491.116907431242,5.0,9505.114809292667,0.01,0,pending
245,9531.684277492179,44.5747654165609,9622.93069632293,0.11131281119746356,1,pending
246,9575.481957283444,7.005874336204803,9591.548269895848,0.1155793851173074,0,pending
247,9593.670237577755,5.382284667801871,9602.435902829251,0.010387018792448457,1,pending
248,9606.88426373681,5.0,9613.008245810383,0.037360448079874355,1,pending
249,9666.60568161257,34.151285363823305,9727.025715571544,0.06295003236035455,1,pending
250,9690.793288539622,5.0,9701.97252454853,0.06281530075661801,1,pending
251,9712.091833464907,33.83970089704654,9797.86285451661,0.13181054592271363,0,pending
252,9753.361748530568,9.691798095886798,9773.864689627737,0.043538969726543766,1,pending
253,9774.532192366012,69.96438298150127,9955.004922978427,0.10188838865774541,0,pending
254,9820.363323865564,100.96663497449009,10040.89058953353,0.05974411452225656,1,pending
255,9830.599045719187,5.0,9841.492756522508,0.29536396348049127,0,pending
256,9893.919401569894,60.45880673896329,10032.262495858216,0.07499233931665782,1,pending
257,9960.842381424307,31.520072328210752,10041.907362598069,0.07955856192269138,1,pending
258,10034.82812196034,19.40246304277099,10081.881216562038,0.31391258459065163,1,pending
259,10040.494075677081,46.964120533001065,10098.743884058471,0.0199221492581252,0,pending
260,10091.099156588523,57.47444555749908,10246.330799780655,0.07385132089125473,0,pending
261,10094.988286705386,26.332149737341076,10169.52198867923,0.36381240136774645,1,pending
262,10115.596688135425,45.84857632948285,10187.911817719563,0.19655719553565365,0,pending
263,10133.430906395864,5.0,10147.476352530955,0.02422770345260622,0,pending
264,10140.33088038408,32.572241863799874,10215.196155365107,0.22502004526434569,1,pending
265,10151.698487329637,24.060582476710323,10183.150958001119,0.18354790543555502,1,pending
266,10155.171336368483,14.494103610019051,10180.920299886835,0.7182477042164902,1,pending
267,10206.449576984314,26.777209016088566,10272.838159521601,0.11208543700661144,1,pending
268,10207.628987307318,44.086711394569264,10320.214585528682,0.1605676373720568,1,pending
269,10241.91669303093,180.0,10606.889798073866,0.18372449575016958,0,pending
270,10323.354251027366,47.95166973651929,10413.35294067829,0.09164525180429611,1,pending
271,10348.618280822982,104.37535121479507,10479.935397537347,0.061261939441383646,1,pending
272,10383.54407230899,19.97839268996419,10407.570826309231,0.34408409706473936,2,pending
273,10407.985594772173,10.11644017366576,10424.818022910273,0.2574918402774003,0,pending
274,10426.788929393479,9.771207334144702,10450.080758277194,0.25847764362205233,1,pending
275,10463.802206267193,47.17537104708774,10586.8125206452,0.013922193472427196,1,pending
276,10516.21596042348,5.0,10524.976890745116,0.01,0,pending
277,10551.811234629899,20.82021069471575,10591.59048990039,0.12213660059597937,1,pending
278,10583.145328341985,10.648373422804678,10605.233858477186,0.06113767518367774,0,pending
279,10669.924596341356,6.515146039099582,10685.358065357244,0.16786935442052428,1,pending
280,10724.552561717997,53.02342708758011,10871.668881531901,0.18284362968249618,0,pending
281,10733.670923162857,34.894340617693864,10779.103919851863,0.017442870556227136,1,pending
282,10821.87454947119,50.229328347970494,10903.211517225254,0.06590721127579839,1,pending
283,10960.004484524685,5.0,10967.76085224186,0.22402664665363567,1,pending
284,11030.836441701204,9.108637650362738,11049.128981121718,0.024673077973726643,1,pending
285,11088.266105908519,33.98958224636792,11173.610055850726,0.06734022773109764,0,pending
286,11099.15417021599,46.07818663453263,11174.34602844527,0.17660151130116405,1,pending
287,11200.063460494774,39.276064459885546,11315.675827143872,0.039657670267324224,1,pending
288,11209.868958636845,5.0,11218.236277437454,0.019663675273284886,0,pending
289,11321.464024892804,5.578840289384934,11331.513781940084,0.08016295484295059,1,pending
290,11387.052613728736,70.21615671782506,11496.035699592749,0.5350469405402358,1,pending
291,11475.590387629703,49.84613699957081,11614.494050620484,0.39770226192299407,1,pending
292,11505.93607306381,41.980317782748045,11615.91626478854,0.0863895248542985,1,pending
293,11586.442414572024,21.428074696605623,11648.122565488804,0.07128400564039127,1,pending
294,11589.418066264,5.0,11602.282855733272,0.12770103205604258,0,pending
295,11592.636505137345,50.6018761425309,11660.240221012209,0.1456247060085171,1,pending
296,11727.131784444306,8.538837752975967,11751.261544904222,0.017464894511105482,1,pending
297,11729.76014324051,55.55852395654556,11805.286270341709,0.01,0,pending
298,11736.006048706235,8.038714035079517,11750.471555234148,0.14773714655099499,1,pending
299,11743.247117875886,5.0,11753.183087278207,0.03427309596052622,1,pending
300,11776.02001849133,57.993468009653974,11850.306154835598,0.06599397897961075,1,pending
301,11800.797310580123,29.93918748014206,11885.93114822377,0.3037355294340888,0,pending
302,11838.652931228959,67.66875508571704,11927.511204777635,0.27575528413291955,2,pending
303,11842.535180737443,45.41191323919265,11970.795542594644,0.056002611002731434,1,pending
304,11844.465393931649,72.8325832116951,11984.650196386894,0.15080915212550938,1,pending
305,11861.194056090326,16.55875245605595,11893.810943136026,0.11865932870122325,0,pending
306,11874.631135250618,13.198282632493889,11909.30205483609,0.15062030560482828,1,pending
307,11911.808446654995,35.11186277109126,11968.544393941624,0.5238750182813274,1,pending
308,11928.504240461945,32.37983190518305,11978.853342850769,0.20823858903459055,1,pending
309,11941.845625474896,5.724433299686965,11949.368062134454,0.1124745819225366,1,pending
310,11972.570756237565,24.191085865337637,12009.828367675034,0.06424381333821697,1,pending
311,12043.414621719236,87.43524091632791,12193.191698085931,0.025363670843201975,1,pending
312,12064.610625121504,147.0344317884685,12321.060724250445,0.17103409892179747,0,pending
313,12075.913058691223,7.901790880070828,12093.219704530413,0.07323295768606088,1,pending
314,12092.69459516631,97.77473673589365,12286.195744044842,0.13162332275707628,1,pending
315,12180.283427867076,86.88544162087767,12439.256064042062,0.01608072630822965,0,pending
316,12220.055619007948,53.93104078802224,12321.867160374393,0.13551680304784158,1,pending
317,12233.517340939896,14.102416755993303,12260.622315266595,0.02594913525036772,1,pending
318,12245.831484145352,25.512734385067272,12301.553559090777,0.03148890369377021,1,pending
319,12280.407537364654,23.408930573227174,12349.500947992665,0.1879789719745383,1,pending
320,12283.708404021294,19.674533774856137,12339.760190117988,0.12846090691624767,2,pending
321,12299.009548298587,5.0,12309.9371351289,0.02994575542450995,0,pending
322,12326.622991545797,43.76657597967746,12455.336709445335,0.06713504394676022,0,pending
323,12328.351959133706,17.123526404582528,12361.891701402035,0.05038385563330233,0,pending
324,12342.639378052558,47.4225932379906,12452.276192957943,0.01,0,pending
325,12366.871980750206,54.75446246498417,12451.01638366276,0.5805685574630165,0,pending
326,12422.573211918192,14.180045953903678,12455.323578847623,0.012152815650865836,1,pending
327,12455.446482026302,12.678182729932985,12488.97060345613,0.09728588108697984,1,pending
328,12512.33908207942,70.49139648993295,12669.904919259825,0.395860209782003,1,pending
329,12561.703989107918,121.5556381035354,12806.882951897302,0.12491538744701805,1,pending
330,12577.186115108752,54.03986912125889,12663.582864379612,0.29667314130324546,1,pending
331,12578.892397153135,26.888771680860316,12646.272976660784,0.01248344257619569,0,pending
332,12582.476904725,43.59709654475053,12659.182352609076,0.24539213906247423,1,pending
333,12590.557204260373,21.348656042882,12626.728356072994,0.45787618111140627,1,pending
334,12593.021354837594,43.453059668154744,12722.260962847162,0.06799437340437077,2,pending
335,12598.065620673611,31.427849638709418,12670.376690855612,0.17449985965679043,0,pending
336,12717.231503527028,5.0,12725.856977441925,0.36009184082993084,0,pending
337,12720.778445306387,16.540057870161814,12769.226898430887,0.036024988555477505,1,pending
338,12772.048103598583,178.84521528554546,13211.228576056756,0.22468006931563259,1,pending
339,12786.789395914291,15.168236407008873,12829.755164094146,0.11827136139632874,0,pending
340,12836.38836533618,34.27113088233955,12883.362258411238,0.14982075845939224,1,pending
341,12910.845248350997,63.37853226312602,13007.238279863379,0.20075479064086854,0,pending
342,12980.329683618049,5.0,12994.665510767112,0.610451738136338,2,pending
343,13068.954396599029,13.117036656857925,13087.222925488331,0.16119468759599784,0,pending
344,13069.029066754512,5.0,13079.371443286187,0.047572641888960335,0,pending
345,13072.278543574776,19.235949108722032,13095.994466873839,0.01,0,pending
346,13094.083028244124,5.0,13105.655215074548,0.12317876263579486,1,pending
347,13134.504753672372,7.964234829580671,13153.331867381017,0.32339300749406436,0,pending
348,13153.272549798892,9.743749870528653,13179.557180847569,0.16293252580080528,1,pending
349,13184.95374518362,5.0,13194.330094246085,0.10631748307527261,1,pending
350,13199.161541236714,39.46939507133348,13266.923980315676,0.60881856877846,0,pending
351,13264.211181164776,34.611676959930435,13328.971865325155,0.015309068207575039,1,pending
352,13279.857105318823,6.003609951465011,13292.330769501803,0.10238906611278857,0,pending
353,13303.062412380876,43.7941926259309,13412.85961776936,0.03371041753817411,1,pending
